Beds,Baths,Cars,RentYear,Suburb,State,Type,RentMonth,RentAmount
3,1,1,2020, birkenhead,sa,house,december,300
3,1,1,2021, birmingham gardens,nsw,house,june,520
3,1,4,2020, birnam,qld,house,march,580
2,1,3,2021, birregurra,vic,house,may,350
3,2,2,2021, birrong,nsw,house,june,540
4,2,2,2021, birtinya,qld,house,june,660
4,2,3,2016, bishopsbourne,tas,house,november,290
4,2,2,2019, bithramere,nsw,house,december,420
3,2,2,2021, bittern,vic,unit,may,480
3,1,1,2021, blackall,qld,house,january,150
3,1,2,2021, blackalls park,nsw,house,june,440
3,1,1,2021, blackburn,vic,unit,june,480
3,1,2,2021, blackburn north,vic,house,may,450
3,2,2,2021, blackburn south,vic,unit,june,420
3,1,1,2021, blackbutt,nsw,villa,june,450
3,1,1,2021, blackett,nsw,house,june,328
3,1,4,2009, blackfellows caves,sa,house,february,200
1,1,1,2021, black forest,sa,house,may,300
2,2,1,2021, black head,nsw,villa,may,380
3,1,1,2021, blackheath,nsw,house,may,390
2,1,2,2017, black hill,nsw,house,october,350
3,1,3,2015, black hills,tas,house,september,270
 unit,2,1,June, blackmans bay,tas,villa,1,2021
4,2,2,2008, blackmans point,nsw,house,december,380
4,1,4,2020, black mountain,nsw,house,november,450
4,2,1,2021, black river,qld,house,march,460
3,1,2,2020, blackrock,qld,house,august,240
3,2,2,2021, black rock,vic,house,june,750
4,2,2,2021, blacks beach,qld,house,june,440
4,2,2,2021, blacksmiths,nsw,house,june,720
4,2,3,2020, blacksoil,qld,house,march,435
3,1,3,2014, black springs,nsw,house,july,270
4,1,2,2012, blackstone,qld,house,december,280
1,1,1,2019, blackstone heights,tas,house,december,200
2,1,1,2021, blacktown,nsw,unit,june,310
2,1,1,2021, blackwall,nsw,house,june,400
3,1,1,2021, blackwater,qld,house,june,200
3,2,5,2021, blackwood,sa,house,may,620
3,1,1,2021, blair athol,nsw,house,may,450
3,1,3,2021, blairgowrie,vic,house,june,495
4,2,2,2021, blairmount,nsw,house,march,520
4,3,2,2021, blakehurst,nsw,house,june,1000
3,2,2,2021, blakeview,sa,house,june,355
3,2,2,2021, blakiston,sa,house,january,435
3,1,3,2020, blampied,vic,house,january,385
2,1,6,2018, blanche harbor,sa,house,october,350
3,1,3,2016, blanchetown,sa,house,may,200
3,1,3,2021, blanchview,qld,rural,february,410
3,1,1,2020, blandford,nsw,house,june,340
4,1,2,2021, blaxland,nsw,house,may,650
4,2,4,2008, blaxlands ridge,nsw,house,august,490
3,1,1,2021, blayney,nsw,townhouse,june,280
3,2,2,2020, blenheim,qld,rural,january,450
2,1,1,2020, blessington,tas,house,november,270
5,2,6,2021, blewitt springs,sa,house,march,580
2,1,1,2021, bli bli,qld,house,june,370
3,1,1,2021, bligh park,nsw,villa,june,385
3,1,4,2020, blind bight,vic,house,april,390
4,1,1,2020, blowhard,vic,house,may,300
2,1,1,2021, blue bay,nsw,house,june,365
3,1,1,2021, blue haven,nsw,house,june,340
2,1,1,2021, blue knob,nsw,house,january,380
3,1,2,2017, blue mountain,qld,house,march,190
5,2,4,2021, blue mountain heights,qld,house,may,650
4,2,1,2016, blue vale,nsw,house,may,350
4,2,1,2021, bluewater,qld,house,june,520
4,2,2,2020, bluewater park,qld,house,september,470
3,2,1,2017, blueys beach,nsw,house,february,410
5,2,2,2020, bluff point,wa,house,december,495
5,2,4,2020, blyth,sa,house,august,320
4,1,2,2010, blythewood,wa,house,november,290
4,2,1,2021, boambee,nsw,house,april,550
3,2,1,2021, boambee east,nsw,house,may,570
5,2,2,2021, boat harbour,nsw,house,april,800
4,2,2,2017, boatswain point,sa,house,november,260
3,1,1,2019, bobin,nsw,rural,august,300
4,1,2,2020, bocoble,nsw,house,october,420
3,1,1,2020, bodalla,nsw,house,february,330
4,2,1,2021, boddington,wa,house,june,450
2,1,1,2021, bogangar,nsw,townhouse,january,495
3,1,1,2021, boggabri,nsw,house,june,320
3,1,1,2020, bohle,qld,house,june,330
4,2,2,2021, bohle plains,qld,house,june,460
3,1,2,2011, bohnock,nsw,house,july,350
3,1,2,2020, boisdale,vic,house,october,350
4,2,2,2021, bokarina,qld,house,may,725
4,3,4,2020, bolinda,vic,rural,june,550
3,1,2,2020, bollier,qld,house,september,410
4,1,1,2021, bolton point,nsw,house,april,425
3,2,2,2020, bolwarra,nsw,house,july,475
4,2,2,2021, bolwarra heights,nsw,house,june,500
7,4,3,2021, bomaderry,nsw,house,june,700
2,1,2,2021, bombala,nsw,house,april,250
4,3,1,2021, bombo,nsw,house,may,690
3,1,1,2008, bombowlee creek,nsw,house,november,250
3,2,1,2021, bonalbo,nsw,house,june,280
4,1,2,2007, bona vista,vic,house,october,190
3,1,2,2021, bonbeach,vic,house,june,465
1,1,1,2021, bondi,nsw,unit,june,495
2,2,1,2021, bondi beach,nsw,unit,june,750
2,2,1,2021, bondi junction,nsw,unit,june,870
4,2,4,2018, bondoola,qld,house,december,500
5,2,2,2017, bonegilla,vic,house,september,460
3,1,3,2017, boneo,vic,house,october,500
2,1,1,2021, bongaree,qld,unit,may,380
3,2,1,2021, bonnells bay,nsw,house,june,420
3,1,1,2021, bonner,act,house,june,550
3,2,1,2020, bonnet bay,nsw,house,july,800
3,1,2,2020, bonnet hill,tas,house,january,450
4,2,2,2021, bonnie doon,qld,house,june,440
3,1,2,2021, bonny hills,nsw,house,june,450
1,1,1,2021, bonnyrigg,nsw,unit,june,370
5,2,3,2021, bonnyrigg heights,nsw,house,may,550
4,2,2,2021, bonogin,qld,house,june,760
4,2,2,2021, bonshaw,vic,house,may,440
3,1,1,2021, bonython,act,house,may,480
3,1,3,2020, booborowie,sa,house,january,250
3,2,4,2018, boodarie,wa,house,january,480
4,2,3,2019, booerie creek,nsw,house,december,600
3,1,7,2020, booie,qld,house,june,450
4,1,7,2017, book book,nsw,rural,october,380
2,1,1,2021, booker bay,nsw,villa,may,425
3,1,2,2020, bookpurnong,sa,unit,february,235
4,2,2,2021, boolaroo,nsw,house,june,560
3,2,2,2021, boolarra,vic,house,june,450
4,1,4,2017, boolarra south,vic,house,april,350
4,3,3,2021, boomerang beach,nsw,townhouse,june,650
3,3,2,2021, boonah,qld,house,february,600
3,1,1,2021, boondall,qld,house,june,300
3,1,5,2021, boonooroo,qld,house,march,430
4,2,2,2015, boorabbin,wa,house,september,460
3,1,2,2019, boorabee park,nsw,house,june,380
6,3,2,2021, booragoon,wa,house,june,750
4,2,2,2021, booragul,nsw,house,may,600
3,1,2,2019, booral,nsw,house,february,280
2,1,1,2020, boorcan,vic,house,october,280
2,1,1,2012, boorhaman,vic,house,june,165
4,2,1,2021, boorooma,nsw,townhouse,june,420
4,2,2,2021, boorowa,nsw,house,may,390
1,1,1,2020, boort,vic,house,february,140
3,1,2,2021, booval,qld,house,june,295
3,2,3,2017, borallon,qld,house,september,300
3,1,1,2012, bora ridge,nsw,house,march,290
3,1,2,2021, bordertown,sa,house,june,260
2,1,1,2020, boreen point,qld,house,october,410
3,1,1,2020, borenore,nsw,house,march,325
4,2,6,2013, boro,nsw,house,september,260
6,4,1,2021, boronia,vic,house,june,750
3,1,1,2021, boronia heights,qld,house,june,340
3,1,2,2021, bororen,qld,house,march,250
3,2,1,2021, bossley park,nsw,townhouse,june,530
4,1,4,2021, bostocks creek,vic,house,june,340
4,2,4,2020, boston,sa,house,june,490
4,2,2,2021, botanic ridge,vic,house,june,420
4,2,1,2021, botany,nsw,house,june,975
3,1,1,2014, bothwell,tas,house,may,155
2,1,6,2014, botobolar,nsw,house,february,350
1,1,1,2021, boulder,wa,unit,june,300
3,1,2,2021, bouldercombe,qld,house,june,400
2,1,1,2021, bourke,nsw,house,june,260
3,2,1,2021, bourkelands,nsw,house,june,350
4,2,2,2020, bouvard,wa,house,april,500
3,2,2,2016, bovell,wa,villa,may,320
3,1,2,2021, bow bowing,nsw,house,april,460
2,2,1,2021, bowden,sa,unit,april,520
4,2,2,2021, bowen,qld,house,june,600
6,6,5,2018, bowenfels,nsw,house,november,700
1,1,1,2021, bowen hills,qld,unit,june,430
3,1,1,2015, bowen mountain,nsw,house,june,430
6,1,4,2018, bowenvale,vic,house,march,320
3,1,2,2020, bowhill,sa,house,october,200
4,1,1,2020, bowning,nsw,house,november,380
4,2,2,2021, bowral,nsw,house,june,680
3,1,2,2020, bowraville,nsw,house,may,400
2,2,1,2021, box hill,nsw,unit,june,449
4,1,2,2021, box hill north,vic,house,june,500
2,1,2,2021, box hill south,vic,unit,june,410
5,3,2,2020, boya,wa,house,july,620
3,1,1,2020, boyanup,wa,house,may,400
4,3,3,2020, boyland,qld,house,december,690
4,2,2,2021, boyne island,qld,house,june,400
3,1,2,2017, boyne valley,qld,house,april,260
4,2,1,2019, boyup brook,wa,house,november,220
4,2,2,2021, brabham,wa,house,june,520
3,2,2,2021, bracken ridge,qld,house,june,580
4,2,3,2019, bracknell,tas,house,september,325
3,1,1,2021, bradbury,nsw,house,june,360
1,1,1,2021, braddon,act,unit,june,475
5,2,2,2021, braemar,nsw,house,may,720
3,1,1,2018, braemeadows,qld,house,january,300
3,1,2,2010, braemore,qld,house,july,250
3,1,4,2021, brahma lodge,sa,house,may,370
4,2,2,2021, braidwood,nsw,house,april,550
3,1,1,2021, braitling,nt,house,january,550
3,1,2,2021, brandon,qld,house,may,270
4,2,4,2010, brandy creek,qld,house,august,360
4,2,4,2013, brandy hill,nsw,house,july,550
4,1,1,2019, branxholm,tas,house,may,250
4,2,1,2019, branxholme,vic,house,july,250
4,2,4,2021, branxton,nsw,house,april,480
4,2,2,2021, branyan,qld,house,june,400
3,2,1,2021, brassall,qld,townhouse,june,340
3,1,2,2019, braunstone,nsw,house,may,300
3,1,2,2021, braybrook,vic,house,june,350
3,1,2,2020, bray park,nsw,house,february,385
3,2,2,2017, brayton,nsw,house,march,625
1,1,1,2021, breakfast point,nsw,unit,june,500
3,1,1,2021, breakwater,vic,house,june,350
3,2,1,2020, breamlea,vic,house,july,600
4,2,1,2020, bredbo,nsw,house,october,350
4,1,1,2014, bremer bay,wa,house,november,230
3,2,2,2021, brendale,qld,house,may,370
3,2,2,2021, brentwood,wa,unit,june,420
3,2,2,2014, bretti,nsw,house,march,220
3,2,2,2021, briagolong,vic,rural,may,520
3,1,2,2021, briar hill,vic,house,may,420
3,2,1,2021, bridgeman downs,qld,townhouse,june,500
4,2,2,2016, bridgenorth,tas,house,may,450
3,1,1,2020, bridges,qld,house,september,395
4,2,2,2021, bridgetown,wa,house,may,390
4,2,4,2021, bridgewater,sa,house,may,695
4,1,1,2010, bridgewater on loddon,vic,house,march,125
4,1,4,2020, bridport,tas,house,january,350
4,2,2,2021, brigadoon,wa,house,february,650
3,2,1,2021, bright,vic,house,february,425
3,1,1,2021, brighton,qld,house,june,395
2,1,4,2021, brighton east,vic,villa,june,495
2,1,1,2021, brighton-le-sands,nsw,house,june,590
4,1,2,2021, brightwaters,nsw,house,april,350
5,2,3,2021, bringelly,nsw,house,march,1100
5,3,3,2021, brinkin,nt,house,february,1500
3,2,3,2020, brinkworth,sa,house,march,300
3,1,2,2021, brinsmead,qld,house,may,420
1,1,1,2021, brisbane,qld,unit,june,465
2,1,1,2021, broadbeach,qld,unit,june,450
5,4,2,2021, broadbeach waters,qld,house,june,1750
3,1,1,2021, broadford,vic,house,june,320
3,1,1,2014, broadmarsh,tas,house,september,330
1,1,1,2021, broadmeadow,nsw,unit,june,275
3,1,1,2014, broadmeadows,tas,house,march,320
2,1,2,2021, broadview,sa,unit,may,360
3,1,2,2020, broadwater,nsw,house,march,275
6,2,4,2020, broadwood,wa,house,september,660
4,1,1,2015, brocklehurst,nsw,house,june,280
3,2,2,2013, brocklesby,nsw,house,september,250
3,1,1,2009, brockman,wa,house,december,190
3,1,2,2019, brogo,nsw,house,june,340
3,1,1,2020, broke,nsw,house,march,500
2,1,2,2013, broken head,nsw,house,june,650
3,1,1,2021, broken hill,nsw,house,june,320
3,2,4,2016, bromelton,qld,house,august,520
3,2,1,2021, brompton,sa,house,june,500
2,2,1,2021, bronte,nsw,unit,june,1000
2,1,1,2021, brookdale,wa,house,june,275
4,3,4,2021, brookfield,qld,house,april,1200
3,1,2,2021, brookhill,qld,house,june,370
4,2,4,2020, brooklands,qld,house,april,350
5,2,3,2021, brooklet,nsw,house,april,950
2,1,1,2021, brooklyn,nsw,house,february,475
2,1,1,2021, brooklyn park,sa,house,may,300
3,1,1,2020, brookton,wa,house,august,220
1,1,1,2021, brookvale,nsw,unit,june,490
3,2,1,2021, brookwater,qld,townhouse,june,395
5,2,2,2021, brooloo,qld,house,january,450
2,1,1,2021, broome,wa,house,june,450
3,1,1,2021, broomehill village,wa,house,april,250
3,1,2,2015, broomfield,vic,house,february,325
2,2,4,2015, brooms head,nsw,house,november,240
3,2,3,2020, broughton vale,nsw,house,february,650
3,2,2,2021, broulee,nsw,townhouse,april,580
2,1,1,2021, brown hill,vic,house,june,260
4,2,2,2008, brownlow,sa,house,april,240
4,2,2,2016, brownlow hill,nsw,house,march,520
3,2,2,2020, brownlow ki,sa,house,april,300
4,2,4,2008, brown range,wa,house,june,380
3,2,2,2021, browns plains,qld,townhouse,june,345
2,1,1,2021, brownsville,nsw,unit,june,350
3,1,2,2020, broxburn,qld,house,september,280
4,2,2,2016, bruarong,vic,house,august,495
1,1,1,2021, bruce,act,house,june,400
5,2,4,2021, brucedale,nsw,house,june,660
4,1,1,2021, bruce rock,wa,house,may,320
3,1,1,2020, brukunga,sa,house,december,300
2,1,1,2017, brunkerville,nsw,house,october,350
1,1,1,2021, brunswick,vic,unit,june,430
4,2,2,2021, brunswick east,vic,townhouse,may,3910
4,2,2,2021, brunswick heads,nsw,house,may,1000
1,1,1,2021, brunswick west,vic,unit,june,340
3,2,1,2018, brushgrove,nsw,house,may,330
3,2,4,2010, bruthen,vic,house,march,300
3,1,2,2020, brymaroo,qld,house,may,250
3,1,2,2019, buaraba,qld,house,march,330
4,2,2,2021, bucasia,qld,house,june,420
5,2,2,2021, bucca,nsw,house,february,580
2,1,2,2021, buccan,qld,house,may,330
3,1,2,2018, bucca wauka,nsw,house,february,295
4,2,3,2018, buchanan,nsw,house,september,680
3,1,1,2020, buckaroo,nsw,house,december,430
3,1,1,2020, buckland,tas,house,july,260
3,1,4,2018, buckland park,sa,house,october,310
4,2,2,2021, buddina,qld,house,june,700
4,2,4,2021, buderim,qld,house,june,1200
1,1,1,2020, budgee,qld,unit,september,100
3,1,4,2021, budgeree,vic,house,june,450
2,1,1,2021, budgewoi,nsw,house,june,375
3,2,2,2018, buffalo,vic,house,april,300
4,2,2,2014, buffalo river,vic,house,january,450
3,1,2,2021, buff point,nsw,house,june,550
3,1,2,2017, bukkulla,nsw,house,february,230
3,2,3,2021, bulahdelah,nsw,house,may,320
3,1,1,2020, bulga,nsw,house,november,450
3,1,1,2021, bulgarra,wa,house,june,550
3,1,2,2020, bulgun,qld,house,august,300
4,3,2,2021, bulimba,qld,house,june,1200
2,1,5,2021, bulla,vic,house,june,1304
2,1,1,2021, bullaburra,nsw,house,april,400
5,1,3,2020, bullaharre,vic,house,february,320
3,2,3,2014, bullarto,vic,house,february,325
6,3,5,2021, bull creek,sa,house,march,650
3,1,1,2021, bulleen,vic,unit,june,410
4,2,2,2020, bullengarook,vic,house,july,420
3,1,1,2021, bulli,nsw,townhouse,june,650
4,2,2,2021, bullsbrook,wa,house,june,420
2,1,1,2013, bullumwaal,vic,house,december,200
3,1,2,2020, bullyard,qld,house,august,260
4,3,4,2020, buln buln east,vic,house,april,520
3,1,2,2018, bunbartha,vic,house,february,380
3,2,2,2019, bunbury,sa,unit,october,410
3,2,2,2014, bundabah,nsw,house,november,370
3,1,1,2019, bundaberg,qld,house,march,275
3,1,1,2021, bundaberg east,qld,house,june,275
4,1,1,2021, bundaberg north,qld,house,june,450
3,1,2,2021, bundaberg south,qld,house,june,275
3,2,2,2021, bundaberg west,qld,unit,june,330
3,2,5,2016, bundalaguah,vic,house,november,360
2,2,1,2021, bundall,qld,unit,june,420
3,1,4,2019, bundalong,vic,house,december,180
3,1,5,2017, bundalong south,vic,rural,november,380
3,1,2,2021, bundamba,qld,house,may,300
3,2,2,2021, bundanoon,nsw,house,may,500
2,1,1,2020, bundarra,nsw,unit,february,165
1,1,2,2021, bundeena,nsw,unit,june,390
3,1,1,2021, bundewallah,nsw,house,march,680
2,1,1,2021, bundoora,vic,unit,june,370
3,1,3,2019, bungadoo,qld,house,september,320
2,1,1,2021, bungalow,qld,unit,june,250
4,2,1,2021, bungaree,vic,house,march,390
4,2,1,2021, bungarribee,nsw,house,june,620
4,2,6,2020, bungawalbin,nsw,rural,march,160
3,1,1,2021, bungendore,nsw,house,may,540
4,2,2,2018, bungonia,nsw,house,december,450
3,1,2,2021, bungwahl,nsw,house,june,550
4,3,3,2021, buninyong,vic,house,june,600
4,2,4,2018, bunkers hill,vic,house,october,650
4,1,3,2021, bunya,qld,house,june,1150
2,1,4,2018, bunyan,nsw,house,october,370
3,2,1,2021, bunyip,vic,house,february,340
4,2,6,2020, bunyip north,vic,house,april,390
1,1,1,2012, buragwonduc,vic,unit,september,120
5,2,4,2020, burbank,qld,house,december,900
4,2,2,2021, burdell,qld,house,june,430
5,2,1,2021, burekup,wa,house,june,480
3,2,2,2019, burgowan,qld,house,january,400
2,1,1,2021, burleigh heads,qld,unit,june,505
2,1,1,2021, burleigh waters,qld,unit,june,390
3,1,4,2021, burnett heads,qld,house,april,345
1,1,1,2021, burnie,tas,house,june,225
2,1,1,2021, burnley,vic,house,april,550
4,2,2,2021, burns beach,wa,house,may,750
3,2,2,2021, burnside,qld,house,may,500
3,2,1,2021, burnside heights,vic,house,june,415
4,2,2,2021, buronga,nsw,house,february,490
4,2,2,2021, burpengary,qld,house,june,440
4,2,2,2021, burpengary east,qld,house,may,440
3,1,4,2011, burra,nsw,house,august,400
5,2,1,2021, burradoo,nsw,house,february,1100
5,2,2,2021, burraneer,nsw,house,june,2300
2,1,2,2021, burrawang,nsw,house,march,400
4,2,2,2021, burrill lake,nsw,townhouse,march,455
4,1,5,2021, burringbar,nsw,house,may,1000
3,2,3,2009, burrumbeet,vic,house,march,265
4,2,2,2021, burrum heads,qld,house,june,520
4,2,3,2015, burrum river,qld,house,may,385
3,1,4,2020, burrum town,qld,house,december,300
2,2,1,2021, burswood,wa,unit,june,400
3,1,1,2021, burton,qld,house,february,315
4,2,2,2021, burua,qld,house,june,500
2,2,1,2021, burwood,nsw,unit,june,560
4,3,2,2021, burwood east,vic,townhouse,june,660
4,3,2,2020, burwood heights,nsw,house,march,1100
3,1,2,2021, busby,nsw,house,june,370
4,1,2,2016, bushfield,vic,house,february,310
4,2,2,2021, bushland beach,qld,house,june,380
3,1,2,2017, bushy park,tas,house,may,255
2,1,2,2021, busselton,wa,house,june,295
3,1,2,2010, butchers creek,qld,house,february,270
4,2,2,2021, butler,wa,house,june,450
3,1,2,2020, buttaba,nsw,house,october,430
4,2,2,2021, butterwick,nsw,house,february,650
3,1,1,2021, buxton,nsw,house,june,450
4,2,2,2021, byabarra,nsw,rural,may,520
4,2,3,2020, byawatha,vic,house,february,375
3,1,2,2011, byfield,qld,house,may,320
4,2,2,2021, byford,wa,house,june,420
3,1,2,2017, byrneside,vic,house,august,295
3,2,2,2021, byron bay,nsw,house,june,810
4,2,6,2020, bywong,nsw,house,october,850
3,2,2,2020, cabarita,nsw,townhouse,july,1050
3,2,2,2021, cabarita beach,nsw,house,february,550
3,1,2,2020, cabarlah,qld,house,april,310
3,1,1,2021, cable beach,wa,unit,june,480
4,2,1,2021, caboolture,qld,townhouse,june,360
4,2,2,2021, caboolture south,qld,house,june,460
2,1,1,2021, cabramatta,nsw,unit,june,320
2,1,1,2021, cabramatta west,nsw,house,may,400
4,2,1,2021, caddens,nsw,house,june,680
4,2,3,2019, cadell,sa,house,september,270
3,1,2,2015, caffreys flat,nsw,house,march,300
3,2,2,2021, cairnlea,vic,house,june,440
1,1,1,2021, cairns,qld,house,may,375
2,2,1,2021, cairns north,qld,house,may,375
2,1,2,2021, calala,nsw,house,march,380
4,2,2,2021, calamvale,qld,house,june,620
3,1,1,2019, calavos,qld,house,july,240
4,1,6,2020, caldermeade,vic,house,january,400
4,3,2,2021, calderwood,nsw,house,june,620
4,2,2,2017, calen,qld,house,june,300
3,1,1,2020, calico creek,qld,house,july,340
3,2,1,2021, california gully,vic,house,march,365
3,1,1,2021, calista,wa,house,june,300
4,1,1,2019, caljie,wa,house,december,380
3,1,1,2021, callala bay,nsw,house,june,350
3,1,1,2021, callala beach,nsw,house,february,400
3,1,3,2016, callignee,vic,house,september,320
3,1,4,2021, callington,sa,house,january,360
4,2,6,2020, calliope,nsw,house,july,360
5,2,2,2021, caloola,nsw,house,january,450
3,1,2,2015, caloote,sa,house,april,185
2,1,1,2021, caloundra,qld,unit,may,500
4,2,2,2021, caloundra west,qld,house,june,530
4,2,2,2012, calvert,qld,house,january,475
2,1,2,2021, calwell,act,house,may,385
2,1,1,2011, camberwell,nsw,unit,august,350
4,2,5,2021, cambewarra,nsw,house,june,500
4,2,2,2021, cambooya,qld,house,may,380
3,1,2,2021, cambrai,sa,house,june,210
3,1,2,2020, cambrian hill,vic,house,december,360
